,level_0,index,price,year,manufacturer,model,condition,cylinders,odometer,transmission,type,state,age,Condition,Cylinders,Manufacturer,Transmission,Model,Type,bin
193,193,4492,7999,2004.0,nissan,titan,excellent,8 cylinders,130565.0,automatic,pickup,va,16.0,3,8,5,0,146,3,130000-140000
194,194,4493,7999,2012.0,volkswagen,passat,excellent,4 cylinders,96720.0,automatic,sedan,va,8.0,3,4,3,0,147,0,90000-100000
195,195,4494,8850,2014.0,ford,mustang,excellent,6 cylinders,108032.0,automatic,convertible,va,6.0,3,6,13,0,15,10,100000-110000
196,196,4497,3000,2003.0,ford,explorer sports trac,good,6 cylinders,186918.0,automatic,truck,va,17.0,2,6,13,0,148,5,180000-190000
197,197,4498,9500,2012.0,chevrolet,equinox ls,like new,4 cylinders,110000.0,automatic,SUV,va,8.0,4,4,9,0,149,6,110000-120000
198,198,4499,11900,2014.0,chevrolet,equinox,like new,4 cylinders,66000.0,automatic,SUV,va,6.0,4,4,9,0,36,6,60000-70000
199,199,4500,7795,2009.0,ford,f-150 stx super cab,good,8 cylinders,139941.0,automatic,pickup,va,11.0,2,8,13,0,43,3,130000-140000
200,200,4503,8900,2003.0,chevrolet,silverado 1500,excellent,8 cylinders,167000.0,automatic,pickup,va,17.0,3,8,9,0,92,3,160000-170000
201,201,4504,8900,2013.0,kia,sorento,like new,4 cylinders,117000.0,automatic,SUV,va,7.0,4,4,27,0,150,6,110000-120000
202,202,4505,25700,2016.0,ford,f150 supercrew cab xl,good,6 cylinders,49283.0,other,pickup,va,4.0,2,6,13,1,151,3,40000-50000
203,203,4508,6200,2010.0,ford,ranger xl,excellent,4 cylinders,153000.0,automatic,pickup,va,10.0,3,4,13,0,152,3,150000-160000
204,204,4516,27500,2017.0,ram,1500 quad cab laramie pickup,good,8 cylinders,53559.0,other,pickup,va,3.0,2,8,6,1,60,3,50000-60000
205,205,4527,21500,2016.0,subaru,outback,like new,4 cylinders,23000.0,automatic,SUV,va,4.0,4,4,0,0,153,6,20000-30000
206,206,4529,5995,2009.0,toyota,camry,good,4 cylinders,177000.0,automatic,sedan,va,11.0,2,4,1,0,73,0,170000-180000
207,207,4531,6995,2010.0,nissan,murano s,good,6 cylinders,153157.0,automatic,SUV,va,10.0,2,6,5,0,12,6,150000-160000
208,208,4532,3795,2006.0,mazda,5,good,4 cylinders,151000.0,automatic,SUV,va,14.0,2,4,12,0,45,6,150000-160000
209,209,4533,5995,2014.0,jeep,patriot latitude,good,4 cylinders,174000.0,automatic,SUV,va,6.0,2,4,10,0,46,6,170000-180000
210,210,4534,9475,2011.0,jeep,grand cherokee laredo,good,6 cylinders,122307.0,automatic,SUV,va,9.0,2,6,10,0,11,6,120000-130000
211,211,4536,5995,2006.0,acura,3.2tl,good,6 cylinders,176000.0,automatic,sedan,va,14.0,2,6,17,0,47,0,170000-180000
212,212,4542,11665,2011.0,bmw,535,excellent,6 cylinders,101283.0,automatic,sedan,va,9.0,3,6,21,0,154,0,100000-110000
213,213,4545,5995,2001.0,lexus,ls430,good,8 cylinders,171000.0,automatic,sedan,va,19.0,2,8,16,0,155,0,170000-180000
214,214,4546,3995,2005.0,chrysler,300 touring,excellent,6 cylinders,125804.0,automatic,sedan,va,15.0,3,6,8,0,156,0,120000-130000
215,215,4547,6995,2011.0,chrysler,town & country,excellent,6 cylinders,110806.0,automatic,mini-van,va,9.0,3,6,8,0,30,9,110000-120000
216,216,4555,4495,2009.0,honda,civic ex coupe 5-speed,good,4 cylinders,127926.0,automatic,sedan,va,11.0,2,4,14,0,157,0,120000-130000
217,217,4561,16800,2003.0,chevrolet,c7500 c&c,good,8 cylinders,49611.0,manual,truck,va,17.0,2,8,9,2,158,5,40000-50000
218,218,4570,14780,2010.0,toyota,tacoma,excellent,6 cylinders,140914.0,automatic,pickup,va,10.0,3,6,1,0,159,3,140000-150000
219,219,4571,6430,2002.0,dodge,dakota,excellent,6 cylinders,161714.0,automatic,pickup,va,18.0,3,6,11,0,160,3,160000-170000
220,220,4572,9600,2008.0,ram,1500,excellent,8 cylinders,186764.0,automatic,pickup,va,12.0,3,8,6,0,41,3,180000-190000
221,221,4573,12500,2011.0,ram,1500,excellent,8 cylinders,125545.0,automatic,pickup,va,9.0,3,8,6,0,41,3,120000-130000
222,222,4574,8420,2008.0,chevrolet,silverado 1500,excellent,6 cylinders,158750.0,automatic,pickup,va,12.0,3,6,9,0,92,3,150000-160000
223,223,4576,11605,2010.0,chevrolet,silverado 1500,excellent,8 cylinders,179341.0,automatic,pickup,va,10.0,3,8,9,0,92,3,170000-180000
224,224,4590,2500,2006.0,jeep,commander,fair,6 cylinders,191505.0,automatic,SUV,va,14.0,1,6,10,0,161,6,190000-200000
225,225,4592,16800,2003.0,chevrolet,c7500 c&c,good,8 cylinders,49661.0,manual,truck,va,17.0,2,8,9,2,158,5,40000-50000
226,226,4593,22000,2017.0,gmc,2500 savana cargo,good,8 cylinders,2192.0,automatic,van,va,3.0,2,8,22,0,162,7,0-10000
227,227,4597,8995,2014.0,nissan,juke s awd,excellent,4 cylinders,67028.0,automatic,SUV,va,6.0,3,4,5,0,163,6,60000-70000
228,228,4599,7995,2012.0,mini,countryman s,excellent,4 cylinders,93795.0,automatic,hatchback,va,8.0,3,4,23,0,164,1,90000-100000
229,229,4600,4995,2007.0,acura,mdx tech package,excellent,6 cylinders,168383.0,automatic,SUV,va,13.0,3,6,17,0,165,6,160000-170000
230,230,4601,4995,2004.0,ford,expedition xlt 5.4l 4wd,excellent,8 cylinders,138357.0,automatic,SUV,va,16.0,3,8,13,0,166,6,130000-140000
231,231,4603,2400,2008.0,dodge,caliber se,good,4 cylinders,133752.0,automatic,hatchback,va,12.0,2,4,11,0,167,1,130000-140000
232,232,4605,8995,2003.0,ram,1500 st quad cab 4wd,excellent,8 cylinders,119334.0,automatic,truck,va,17.0,3,8,6,0,168,5,110000-120000
233,233,4606,6995,2005.0,ford,f-250 sd lariat supercab,excellent,8 cylinders,154462.0,automatic,truck,va,15.0,3,8,13,0,169,5,150000-160000
234,234,4609,17900,2003.0,gmc,sierra slt 3500,good,8 cylinders,148000.0,automatic,truck,va,17.0,2,8,22,0,170,5,140000-150000
235,235,4610,12900,2003.0,chevrolet,silverado,good,8 cylinders,125000.0,automatic,pickup,va,17.0,2,8,9,0,171,3,120000-130000
236,236,4611,14900,2004.0,chevrolet,silverado,like new,8 cylinders,76000.0,automatic,truck,va,16.0,4,8,9,0,171,5,70000-80000
237,237,4612,13900,2005.0,gmc,sierra sle,excellent,8 cylinders,85000.0,automatic,truck,va,15.0,3,8,22,0,172,5,80000-90000
238,238,4628,28999,2015.0,gmc,yukon xl denali,excellent,8 cylinders,188641.0,automatic,SUV,va,5.0,3,8,22,0,173,6,180000-190000
239,239,4629,29500,2016.0,gmc,sierra 2500hd,excellent,8 cylinders,43000.0,automatic,pickup,va,4.0,3,8,22,0,174,3,40000-50000
240,240,4630,6500,2003.0,gmc,sierra 1500,good,6 cylinders,80000.0,automatic,pickup,va,17.0,2,6,22,0,175,3,80000-90000
241,241,4631,4500,2003.0,honda,accord lx,good,6 cylinders,142000.0,automatic,sedan,va,17.0,2,6,14,0,176,0,140000-150000
242,242,4632,5500,2006.0,honda,accord ex,good,4 cylinders,178000.0,automatic,sedan,va,14.0,2,4,14,0,177,0,170000-180000
243,243,4634,13900,2017.0,chevrolet,equinox,excellent,6 cylinders,117576.0,automatic,SUV,va,3.0,3,6,9,0,36,6,110000-120000
244,244,4635,12950,2003.0,chevrolet,silverado 1500,excellent,8 cylinders,121600.0,automatic,truck,va,17.0,3,8,9,0,92,5,120000-130000
245,245,4636,19950,2013.0,chevrolet,silverado 1500,excellent,8 cylinders,139321.0,automatic,truck,va,7.0,3,8,9,0,92,5,130000-140000
246,246,4637,17900,2017.0,nissan,nv cargo,excellent,6 cylinders,125720.0,automatic,sedan,va,3.0,3,6,5,0,178,0,120000-130000
247,247,4638,13900,2008.0,chevrolet,silverado 1500,excellent,8 cylinders,126787.0,automatic,truck,va,12.0,3,8,9,0,92,5,120000-130000
248,248,4642,13900,2012.0,ford,econoline cargo van,excellent,8 cylinders,78200.0,automatic,sedan,va,8.0,3,8,13,0,179,0,70000-80000
249,249,4645,7999,2004.0,toyota,tacoma,excellent,6 cylinders,163000.0,automatic,truck,va,16.0,3,6,1,0,159,5,160000-170000
250,250,4650,5995,2004.0,chevrolet,trailblazer,excellent,8 cylinders,98000.0,automatic,SUV,va,16.0,3,8,9,0,180,6,90000-100000
251,251,4677,4595,2006.0,nissan,pathfinder le 4wd,excellent,6 cylinders,157668.0,automatic,SUV,va,14.0,3,6,5,0,181,6,150000-160000
252,252,4679,4995,2007.0,volvo,s40 2.4i,excellent,5 cylinders,125650.0,automatic,sedan,va,13.0,3,5,2,0,142,0,120000-130000
253,253,4680,3495,2012.0,chevrolet,sonic 2ls 5-door,excellent,4 cylinders,150903.0,automatic,hatchback,va,8.0,3,4,9,0,182,1,150000-160000
254,254,4683,10900,2005.0,toyota,4runner sr5,good,8 cylinders,136000.0,automatic,SUV,va,15.0,2,8,1,0,183,6,130000-140000
255,255,4684,8995,2008.0,toyota,rav4 limited,good,6 cylinders,142000.0,automatic,SUV,va,12.0,2,6,1,0,184,6,140000-150000
256,256,4685,16800,2003.0,chevrolet,c7500 c&c,good,8 cylinders,49611.0,manual,truck,va,17.0,2,8,9,2,158,5,40000-50000
257,257,4687,16800,2003.0,chevrolet,c7500 c&c,good,8 cylinders,49611.0,manual,truck,va,17.0,2,8,9,2,158,5,40000-50000
258,258,4691,11800,2014.0,ford,e150 hd,good,8 cylinders,159557.0,automatic,van,va,6.0,2,8,13,0,185,7,150000-160000
259,259,4692,22000,2017.0,gmc,2500 savana cargo,good,8 cylinders,2192.0,automatic,van,va,3.0,2,8,22,0,162,7,0-10000
260,260,4693,22000,2017.0,gmc,2500 savana cargo,good,8 cylinders,2192.0,automatic,van,va,3.0,2,8,22,0,162,7,0-10000
261,261,4694,16800,2003.0,chevrolet,c7500 c&c,good,8 cylinders,49661.0,manual,truck,va,17.0,2,8,9,2,158,5,40000-50000
262,262,4724,5700,2007.0,lincoln,town car,excellent,8 cylinders,116000.0,automatic,sedan,va,13.0,3,8,28,0,186,0,110000-120000
263,263,4736,6995,2008.0,toyota,sienna le,like new,6 cylinders,123383.0,automatic,mini-van,va,12.0,4,6,1,0,187,9,120000-130000
264,264,4737,8995,2012.0,buick,lacrosse,like new,6 cylinders,117144.0,automatic,sedan,va,8.0,4,6,18,0,188,0,110000-120000
265,265,4738,7250,2008.0,toyota,camry xle,excellent,6 cylinders,160000.0,automatic,sedan,va,12.0,3,6,1,0,189,0,160000-170000
266,266,4739,16800,2003.0,chevrolet,c7500 c&c,good,8 cylinders,49611.0,manual,truck,va,17.0,2,8,9,2,158,5,40000-50000
267,267,4740,9750,2012.0,toyota,camry le,excellent,4 cylinders,104000.0,automatic,sedan,va,8.0,3,4,1,0,1,0,100000-110000
268,268,4741,5995,2011.0,ford,fusion se,excellent,6 cylinders,128000.0,automatic,sedan,va,9.0,3,6,13,0,190,0,120000-130000
269,269,4742,6500,2010.0,mercury,milan premier v6,excellent,6 cylinders,95000.0,automatic,sedan,va,10.0,3,6,29,0,191,0,90000-100000
270,270,4743,10500,2008.0,nissan,frontier se crew 4x4,like new,6 cylinders,139926.0,manual,truck,va,12.0,4,6,5,2,192,5,130000-140000
271,271,4744,7950,2015.0,ford,focus se,like new,4 cylinders,107019.0,automatic,sedan,va,5.0,4,4,13,0,107,0,100000-110000
272,272,4746,6795,2003.0,chevrolet,s10 crewcab 4x4,excellent,6 cylinders,159000.0,automatic,pickup,va,17.0,3,6,9,0,193,3,150000-160000
273,273,4747,6950,2008.0,jeep,grand cherokee 4x4,like new,6 cylinders,147916.0,automatic,SUV,va,12.0,4,6,10,0,194,6,140000-150000
274,274,4755,11900,2006.0,chevrolet,silverado z71,excellent,8 cylinders,146000.0,automatic,truck,va,14.0,3,8,9,0,195,5,140000-150000
275,275,4763,16800,2003.0,chevrolet,c7500 c&c,good,8 cylinders,49611.0,manual,truck,va,17.0,2,8,9,2,158,5,40000-50000
276,276,4766,16800,2003.0,chevrolet,c7500 c&c,good,8 cylinders,49661.0,manual,truck,va,17.0,2,8,9,2,158,5,40000-50000
277,277,4767,22000,2017.0,gmc,2500 savana cargo,good,8 cylinders,2192.0,automatic,van,va,3.0,2,8,22,0,162,7,0-10000
278,278,4832,25950,2017.0,ford,transit,excellent,6 cylinders,30704.0,automatic,van,va,3.0,3,6,13,0,196,7,30000-40000
279,279,4833,28500,2018.0,ford,transit,excellent,6 cylinders,12145.0,automatic,sedan,va,2.0,3,6,13,0,196,0,10000-20000
280,280,4834,23951,2003.0,gmc,sierra 2500hd,excellent,8 cylinders,93355.0,automatic,truck,va,17.0,3,8,22,0,174,5,90000-100000
281,281,4835,24500,2011.0,ford,super duty f-250 srw,excellent,8 cylinders,68875.0,automatic,truck,va,9.0,3,8,13,0,197,5,60000-70000
282,282,4836,7950,2010.0,dodge,journey,excellent,6 cylinders,118318.0,automatic,SUV,va,10.0,3,6,11,0,198,6,110000-120000
283,283,4837,9999,2017.0,hyundai,accent,excellent,4 cylinders,19330.0,automatic,sedan,va,3.0,3,4,4,0,112,0,10000-20000
284,284,4838,13500,2011.0,jeep,grand cherokee,excellent,8 cylinders,136960.0,automatic,SUV,va,9.0,3,8,10,0,199,6,130000-140000
285,285,4839,17500,2011.0,ford,f-250 sd,excellent,8 cylinders,102455.0,automatic,truck,va,9.0,3,8,13,0,200,5,100000-110000
286,286,4840,19950,2013.0,chevrolet,silverado 1500,excellent,8 cylinders,139321.0,automatic,truck,va,7.0,3,8,9,0,92,5,130000-140000
287,287,4841,27949,2014.0,chevrolet,silverado 1500,excellent,8 cylinders,92994.0,automatic,truck,va,6.0,3,8,9,0,92,5,90000-100000
288,288,4842,12950,2006.0,chevrolet,silverado 1500,excellent,8 cylinders,170755.0,automatic,truck,va,14.0,3,8,9,0,92,5,170000-180000
289,289,4845,12900,2013.0,ford,econoline,excellent,8 cylinders,147195.0,automatic,sedan,va,7.0,3,8,13,0,201,0,140000-150000
290,290,4846,9950,2004.0,ford,f-250 sd,excellent,8 cylinders,157408.0,automatic,truck,va,16.0,3,8,13,0,200,5,150000-160000
291,291,4847,18950,2017.0,ford,transit van,excellent,6 cylinders,77860.0,automatic,sedan,va,3.0,3,6,13,0,202,0,70000-80000
292,292,4848,12950,2003.0,chevrolet,silverado 1500,excellent,8 cylinders,121600.0,automatic,truck,va,17.0,3,8,9,0,92,5,120000-130000
293,293,4849,17500,2013.0,gmc,yukon xl,excellent,8 cylinders,139540.0,automatic,SUV,va,7.0,3,8,22,0,203,6,130000-140000
294,294,4850,14950,2005.0,chevrolet,silverado 2500hd,excellent,8 cylinders,110918.0,automatic,truck,va,15.0,3,8,9,0,204,5,110000-120000
295,295,4851,9850,2001.0,chevrolet,silverado 1500,excellent,8 cylinders,183007.0,automatic,truck,va,19.0,3,8,9,0,92,5,180000-190000
296,296,4852,11900,2008.0,ford,econoline wagon,excellent,8 cylinders,127555.0,automatic,van,va,12.0,3,8,13,0,205,7,120000-130000
297,297,4853,6800,2008.0,audi,a4 2.0t quattro,good,4 cylinders,93000.0,automatic,sedan,va,12.0,2,4,19,0,206,0,90000-100000
298,298,4879,36995,2017.0,ford,f-150 lariat,excellent,8 cylinders,42000.0,automatic,pickup,va,3.0,3,8,13,0,207,3,40000-50000
299,299,4881,13900,2015.0,chevrolet,camaro ls,like new,6 cylinders,55000.0,automatic,coupe,va,5.0,4,6,9,0,208,8,50000-60000
300,300,4883,10450,2013.0,jeep,patriot latitude 4x4,like new,4 cylinders,114194.0,automatic,SUV,va,7.0,4,4,10,0,209,6,110000-120000
301,301,4884,16900,2001.0,gmc,sierra sle 2500,like new,8 cylinders,69000.0,automatic,truck,va,19.0,4,8,22,0,210,5,60000-70000
302,302,4891,10900,2007.0,chevrolet,silverado z71,excellent,8 cylinders,160000.0,automatic,truck,va,13.0,3,8,9,0,195,5,160000-170000
303,303,4911,18900,2013.0,ford,f-150,excellent,8 cylinders,74300.0,automatic,pickup,va,7.0,3,8,13,0,141,3,70000-80000
304,304,4914,2100,2002.0,volkswagen,new beetle gls,excellent,4 cylinders,141840.0,automatic,hatchback,va,18.0,3,4,3,0,3,1,140000-150000
305,305,4937,5500,2005.0,toyota,sienna xle,excellent,6 cylinders,168000.0,automatic,mini-van,va,15.0,3,6,1,0,131,9,160000-170000
306,306,4946,4999,2010.0,nissan,rogue 360,excellent,4 cylinders,130890.0,automatic,SUV,va,10.0,3,4,5,0,211,6,130000-140000
307,307,4950,6265,2007.0,jeep,grand cherokee,excellent,6 cylinders,107000.0,automatic,SUV,va,13.0,3,6,10,0,199,6,100000-110000
308,308,4954,2200,2008.0,chevrolet,uplander cargo,good,6 cylinders,190000.0,automatic,mini-van,va,12.0,2,6,9,0,212,9,190000-200000
309,309,4957,4995,2006.0,toyota,prius,excellent,4 cylinders,108400.0,automatic,hatchback,va,14.0,3,4,1,0,213,1,100000-110000
310,310,4958,4992,2010.0,chevrolet,traverse,excellent,6 cylinders,173907.0,automatic,SUV,va,10.0,3,6,9,0,96,6,170000-180000
311,311,4959,9295,2013.0,chrysler,300,excellent,6 cylinders,123400.0,automatic,sedan,va,7.0,3,6,8,0,214,0,120000-130000
312,312,4961,3786,2002.0,honda,odyssey,excellent,6 cylinders,168715.0,automatic,van,va,18.0,3,6,14,0,215,7,160000-170000
313,313,4962,5992,2010.0,ford,escape hybrid,excellent,4 cylinders,158189.0,automatic,SUV,va,10.0,3,4,13,0,216,6,150000-160000
314,314,4963,4992,2007.0,dodge,durango,excellent,8 cylinders,170762.0,automatic,SUV,va,13.0,3,8,11,0,217,6,170000-180000
315,315,4964,4992,2003.0,toyota,highlander,excellent,6 cylinders,188880.0,automatic,SUV,va,17.0,3,6,1,0,218,6,180000-190000
316,316,4969,3991,2003.0,jeep,grand cherokee,excellent,6 cylinders,152148.0,automatic,SUV,va,17.0,3,6,10,0,199,6,150000-160000
317,317,4970,5992,2006.0,lexus,rx 330,excellent,6 cylinders,188267.0,automatic,SUV,va,14.0,3,6,16,0,68,6,180000-190000
318,318,4971,5492,2008.0,ford,expedition,excellent,8 cylinders,195395.0,automatic,SUV,va,12.0,3,8,13,0,26,6,190000-200000
319,319,4972,14000,2018.0,nissan,altima,excellent,4 cylinders,55650.0,automatic,sedan,va,2.0,3,4,5,0,219,0,50000-60000
320,320,4973,13995,2016.0,toyota,camry,like new,4 cylinders,47250.0,automatic,sedan,va,4.0,4,4,1,0,73,0,40000-50000
321,321,4975,8295,2008.0,lexus,rx 350 rx350,excellent,6 cylinders,139400.0,automatic,SUV,va,12.0,3,6,16,0,220,6,130000-140000
322,322,4977,15900,2012.0,ford,e250 econoline cargo van,excellent,8 cylinders,90509.0,automatic,van,va,8.0,3,8,13,0,221,7,90000-100000
323,323,4978,8900,2007.0,nissan,titan xe 4wd,excellent,8 cylinders,170551.0,automatic,pickup,va,13.0,3,8,5,0,222,3,170000-180000
324,324,4979,13900,2017.0,toyota,corolla le,excellent,4 cylinders,78677.0,automatic,sedan,va,3.0,3,4,1,0,223,0,70000-80000
325,325,4980,14800,2008.0,toyota,sequoia sr5 4wd,excellent,8 cylinders,131286.0,automatic,SUV,va,12.0,3,8,1,0,224,6,130000-140000
326,326,4981,7900,2011.0,kia,sportage lx,excellent,4 cylinders,126127.0,automatic,SUV,va,9.0,3,4,27,0,225,6,120000-130000
327,327,4982,9900,2006.0,chevrolet,silverado 2500hd 4x4,excellent,8 cylinders,150402.0,automatic,pickup,va,14.0,3,8,9,0,226,3,150000-160000
328,328,4983,3500,2004.0,bmw,5 series 530i,excellent,6 cylinders,159602.0,automatic,sedan,va,16.0,3,6,21,0,227,0,150000-160000
329,329,4984,8900,2007.0,nissan,titan xe 4wd,excellent,8 cylinders,170551.0,automatic,pickup,va,13.0,3,8,5,0,222,3,170000-180000
330,330,4986,9500,2010.0,honda,accord sdn ex-l automatic,excellent,4 cylinders,112736.0,automatic,coupe,va,10.0,3,4,14,0,228,8,110000-120000
331,331,4989,5900,2009.0,toyota,sienna xle fwd,excellent,6 cylinders,145885.0,automatic,mini-van,va,11.0,3,6,1,0,229,9,140000-150000
332,332,4990,8900,2005.0,ram,1500 slt monster,excellent,8 cylinders,192302.0,automatic,pickup,va,15.0,3,8,6,0,230,3,190000-200000
333,333,4991,10900,2006.0,ford,f-250 sd xl supercab 4wd,excellent,8 cylinders,181353.0,automatic,pickup,va,14.0,3,8,13,0,231,3,180000-190000
334,334,4992,7900,2009.0,nissan,murano sl awd,excellent,6 cylinders,158609.0,automatic,SUV,va,11.0,3,6,5,0,40,6,150000-160000
335,335,4993,3500,2007.0,nissan,murano awd,excellent,6 cylinders,158609.0,automatic,SUV,va,13.0,3,6,5,0,232,6,150000-160000
336,336,4996,19500,2002.0,ford,f-250 super duty,excellent,8 cylinders,160478.0,automatic,truck,va,18.0,3,8,13,0,233,5,160000-170000
337,337,4997,4900,2012.0,nissan,altima 2.5 sl,excellent,4 cylinders,150152.0,automatic,sedan,va,8.0,3,4,5,0,234,0,150000-160000
338,338,5009,2900,2010.0,hyundai,elantra gls wagon,good,4 cylinders,186650.0,automatic,wagon,va,10.0,2,4,4,0,4,2,180000-190000
339,339,5021,21990,2014.0,ram,2500,good,8 cylinders,121437.0,automatic,truck,va,6.0,2,8,6,0,235,5,120000-130000
340,340,5026,3100,2004.0,bmw,325 xi awd w/manual,excellent,6 cylinders,130145.0,automatic,sedan,va,16.0,3,6,21,0,236,0,130000-140000
341,341,5048,5000,2007.0,honda,accord ex-l 2-door coupe,good,4 cylinders,127140.0,automatic,coupe,va,13.0,2,4,14,0,237,8,120000-130000
342,342,5056,24990,2016.0,ford,transit,good,6 cylinders,113440.0,automatic,truck,va,4.0,2,6,13,0,196,5,110000-120000
343,343,5068,14490,2012.0,ford,econoline,good,8 cylinders,80836.0,automatic,truck,va,8.0,2,8,13,0,201,5,80000-90000
344,344,5071,26990,2006.0,gmc,c7e042,good,6 cylinders,58106.0,automatic,truck,va,14.0,2,6,22,0,238,5,50000-60000
345,345,5073,15990,2013.0,ford,f-250 sd,good,8 cylinders,69357.0,automatic,truck,va,7.0,2,8,13,0,200,5,60000-70000
346,346,5075,29490,2015.0,ford,f-350 sd,good,8 cylinders,112150.0,automatic,truck,va,5.0,2,8,13,0,239,5,110000-120000
347,347,5076,16990,2013.0,chevrolet,silverado 3500hd,good,8 cylinders,174100.0,automatic,truck,va,7.0,2,8,9,0,240,5,170000-180000
348,348,5078,10490,2009.0,chevrolet,express,good,8 cylinders,103523.0,automatic,van,va,11.0,2,8,9,0,241,7,100000-110000
349,349,5079,15990,2005.0,toyota,tundra,good,8 cylinders,66697.0,automatic,truck,va,15.0,2,8,1,0,20,5,60000-70000
350,350,5081,19990,2006.0,gmc,c7c042,good,6 cylinders,33285.0,automatic,truck,va,14.0,2,6,22,0,242,5,30000-40000
351,351,5082,15490,2011.0,chevrolet,silverado 2500hd,good,8 cylinders,102532.0,automatic,truck,va,9.0,2,8,9,0,204,5,100000-110000
352,352,5088,21990,2013.0,chevrolet,silverado 3500hd,good,8 cylinders,99748.0,automatic,truck,va,7.0,2,8,9,0,240,5,90000-100000
353,353,5089,17990,2015.0,chevrolet,express,good,8 cylinders,113346.0,automatic,truck,va,5.0,2,8,9,0,241,5,110000-120000
354,354,5090,8990,2006.0,ford,econoline,good,8 cylinders,105429.0,automatic,van,va,14.0,2,8,13,0,201,7,100000-110000
355,355,5092,28990,2005.0,gmc,c7c042,good,6 cylinders,71635.0,automatic,truck,va,15.0,2,6,22,0,242,5,70000-80000
356,356,5093,16490,2012.0,ford,f-250 sd,good,8 cylinders,68289.0,automatic,truck,va,8.0,2,8,13,0,200,5,60000-70000
357,357,5098,23990,2015.0,chevrolet,express,good,8 cylinders,118710.0,automatic,truck,va,5.0,2,8,9,0,241,5,110000-120000
358,358,5099,17990,2015.0,ram,promaster city,good,4 cylinders,72565.0,automatic,truck,va,5.0,2,4,6,0,103,5,70000-80000
359,359,5100,15990,2012.0,ford,f-250 sd,good,8 cylinders,113419.0,automatic,truck,va,8.0,2,8,13,0,200,5,110000-120000
360,360,5101,20990,2015.0,ford,f-250 sd,good,8 cylinders,134794.0,automatic,truck,va,5.0,2,8,13,0,200,5,130000-140000
361,361,5104,19990,2013.0,chevrolet,silverado 2500hd,good,8 cylinders,77755.0,automatic,truck,va,7.0,2,8,9,0,204,5,70000-80000
362,362,5107,14990,2014.0,jeep,grand cherokee,good,6 cylinders,76638.0,automatic,SUV,va,6.0,2,6,10,0,199,6,70000-80000
363,363,5109,16990,2008.0,ford,econoline,good,8 cylinders,28462.0,automatic,truck,va,12.0,2,8,13,0,201,5,20000-30000
